Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Cost_FN,Cost_FP
12,402.5,0,0,38,1485.566667,0.006818182,0.015649351,27.7134,0,May,3,2,1,7,Returning_Visitor,FALSE,FALSE,0.892112914,0.85242808
0,0,0,0,4,67,0,0.05,0,0.6,May,2,4,1,3,Returning_Visitor,FALSE,FALSE,36.343678,84.61958775
1,33,0,0,57,2816.55307,0,0.005858586,0,0,May,2,2,2,1,Returning_Visitor,FALSE,FALSE,89.7824239,15.43312852
1,19,0,0,24,3209,0.008695652,0.017391304,64.33043478,0,May,2,2,9,3,New_Visitor,FALSE,FALSE,31.42890206,52.97405603
0,0,0,0,13,136,0.142857143,0.154761905,0,0.8,May,3,2,7,13,Returning_Visitor,FALSE,FALSE,14.70413787,81.02081664
1,51,2,176,37,1420.733333,0,0.012612613,102.3538378,0,May,2,5,7,4,Returning_Visitor,TRUE,TRUE,22.01848481,63.22703606
0,0,0,0,5,108,0,0.04,0,0,May,2,2,3,2,Returning_Visitor,TRUE,FALSE,42.58676151,79.87013425
0,0,0,0,8,152,0.0375,0.070833333,0,0.6,May,3,2,1,2,Returning_Visitor,FALSE,FALSE,71.6285453,97.34944895
1,31,0,0,10,347,0,0.022222222,0,0,May,1,1,1,1,Returning_Visitor,TRUE,FALSE,62.06507714,13.02360409
2,21.33333333,0,0,3,45.33333333,0,0.0125,0,0,May,3,2,4,4,Returning_Visitor,TRUE,FALSE,73.15458912,60.1274155
6,71.5,1,37,15,287.2916667,0,0.001234568,0,0,May,1,1,3,2,Returning_Visitor,FALSE,FALSE,16.58439538,88.64593351
7,51,3,222,21,654.5,0,0.007142857,0,0,May,2,2,1,4,New_Visitor,FALSE,FALSE,81.62833081,59.32417338
0,0,0,0,8,202.8333333,0,0.014285714,0,0,May,2,4,1,2,Returning_Visitor,FALSE,FALSE,55.08885529,57.58355211
2,72.5,0,0,10,1580,0,0.018181818,100.0963636,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE,64.04313597,57.41636076
0,0,0,0,81,2071,0.012345679,0.025308642,0,0.6,May,1,8,3,2,Returning_Visitor,FALSE,FALSE,25.73188198,87.62262088
0,0,0,0,16,190.75,0,0.01875,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE,32.76010917,19.17238918
2,71.3,0,0,18,813.8,0.010526316,0.045438596,0,0.8,May,3,2,8,13,Returning_Visitor,FALSE,FALSE,75.83472088,45.08011926
0,0,0,0,9,76,0,0.02962963,0,0,May,2,4,3,3,Returning_Visitor,FALSE,FALSE,93.8406887,92.86062723
0,0,0,0,56,4377.983333,0.004285714,0.022295918,0,0.8,May,4,1,1,4,Returning_Visitor,FALSE,FALSE,58.46376921,32.69577267
1,0,0,0,8,162.5,0,0.022222222,0,0,May,2,2,1,1,Returning_Visitor,FALSE,FALSE,53.34060987,8.935147033
5,37,1,16,18,463.5,0,0.004545455,0,0,May,2,5,1,6,Returning_Visitor,FALSE,FALSE,51.40726437,16.7605232
0,0,0,0,17,182,0,0.0375,0,0,May,2,4,4,3,Returning_Visitor,FALSE,FALSE,97.45235074,40.38544162
2,30,1,134,31,519.9166667,0,0.001470588,0,0,May,2,2,7,18,New_Visitor,FALSE,FALSE,36.61728419,22.45561796
2,23,0,0,31,618,0,0.006451613,0,0,May,2,2,9,3,Returning_Visitor,FALSE,FALSE,19.66768226,41.16090969
0,0,0,0,7,193.3333333,0.028571429,0.057142857,0,0,May,2,4,3,3,Returning_Visitor,FALSE,FALSE,21.16725662,41.69165151
1,4,0,0,37,1296.942857,0.013888889,0.039814815,0,0.8,May,2,2,4,2,Returning_Visitor,FALSE,FALSE,90.1654814,69.43667581
0,0,0,0,3,20,0,0.066666667,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE,15.25634992,67.78361137
0,0,0,0,2,157,0,0.05,0,0,May,1,1,6,3,Returning_Visitor,FALSE,FALSE,47.61608853,35.03644372
2,105,0,0,16,305.4285714,0,0.01875,0,0.2,May,1,8,3,11,Returning_Visitor,FALSE,FALSE,4.207448917,17.51864767
0,0,0,0,8,65,0.025,0.05,0,0,May,2,2,4,13,Returning_Visitor,TRUE,FALSE,3.405026404,19.36430672
1,4,0,0,36,440.6,0.011111111,0.041898148,0,1,May,3,2,3,1,Returning_Visitor,TRUE,FALSE,91.05904177,27.7141903
0,0,0,0,4,61,0,0.025,0,0,May,1,1,4,4,Returning_Visitor,FALSE,FALSE,9.774821088,93.48144118
0,0,0,0,7,1689,0.028571429,0.085714286,0,0.6,May,2,2,3,3,Returning_Visitor,FALSE,FALSE,44.67217696,27.98523781
0,0,0,0,2,17,0,0.1,0,0.4,May,4,1,4,3,Returning_Visitor,FALSE,FALSE,77.2408373,2.191068835
1,20.5,1,13,57,1518.903694,0,0.022947455,13.40247586,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE,40.29469241,6.945608778
1,38,0,0,16,727.7142857,0.038888889,0.045198413,18.66333333,0,May,3,2,4,4,Returning_Visitor,TRUE,FALSE,1.148307353,87.22712824
1,6,0,0,24,302.9833333,0.018181818,0.022727273,0,0.6,May,3,2,1,3,Returning_Visitor,FALSE,FALSE,62.09697198,24.58832298
5,112.3333333,0,0,55,2831.561111,0,0.028576998,8.903557895,0,May,2,2,3,1,Returning_Visitor,FALSE,FALSE,52.18709455,33.55966029
0,0,0,0,20,480.8571429,0.001754386,0.005789474,0,1,May,1,8,1,19,Returning_Visitor,TRUE,FALSE,46.40701627,61.58110404
0,0,0,0,6,82,0.15,0.183333333,0,0.6,May,2,2,3,1,Returning_Visitor,FALSE,FALSE,31.66706641,60.46718021
6,245.4666667,0,0,57,1575.216667,0.006896552,0.030172414,0,0,May,4,2,3,6,Returning_Visitor,FALSE,FALSE,34.34115516,6.144907372
5,86.16666667,1,13,55,1546.503822,0.015577078,0.019159146,9.139760775,0,May,2,2,1,2,Returning_Visitor,TRUE,FALSE,44.70332053,70.91888608
0,0,0,0,2,0,0.2,0.2,0,0,May,2,2,6,13,Returning_Visitor,FALSE,FALSE,77.39741893,61.85549384
1,10,3,47.66666667,34,944.297619,0,0.0125,0,0,May,2,2,3,6,Returning_Visitor,FALSE,FALSE,68.6330992,13.28119156
0,0,0,0,6,186,0,0.072222222,0,0,May,1,1,8,3,Returning_Visitor,FALSE,FALSE,54.69457212,19.95334527
4,104.5,1,54,25,796.3,0,0.024074074,0,0.8,May,2,6,1,4,Returning_Visitor,FALSE,FALSE,80.58674129,53.80384147
0,0,0,0,17,65,0.047058824,0.076470588,0,0.8,May,2,2,1,3,Returning_Visitor,FALSE,FALSE,68.4982464,85.19896424
0,0,0,0,26,1035.821429,0.003846154,0.034935897,0,0,May,2,7,1,2,Returning_Visitor,FALSE,FALSE,10.64081759,95.62763242
0,0,0,0,20,298.5,0.01,0.04,0,0,May,2,4,3,1,Returning_Visitor,FALSE,FALSE,53.65428042,3.798910774
0,0,0,0,1,612,0,0.1,0,0,May,1,1,1,3,Returning_Visitor,FALSE,FALSE,37.64050867,63.18121587
0,0,0,0,141,2886.523521,0.004316547,0.018798094,0,0.8,May,2,2,4,3,Returning_Visitor,FALSE,FALSE,65.44523646,87.97848184
9,177,2,500,88,2663.82381,0.008163265,0.025918367,5.479532313,0.6,May,4,2,8,4,Returning_Visitor,FALSE,FALSE,17.58551256,31.80449576
0,0,5,161.5,60,2789.166667,0,0.005026455,31.31885714,0,May,2,2,6,2,Returning_Visitor,FALSE,TRUE,80.25564539,91.61453231
5,129.5,0,0,33,982,0,0.005882353,0,0,May,2,5,2,4,Returning_Visitor,TRUE,FALSE,74.04782151,94.36263657
3,52,0,0,13,295.6666667,0.014285714,0.042857143,0,0.2,May,3,2,1,13,Returning_Visitor,FALSE,FALSE,99.13460829,17.98902059
0,0,0,0,26,3242,0.005555556,0.031388889,0,0,May,4,1,4,6,Returning_Visitor,TRUE,FALSE,35.01519618,71.13965631
0,0,0,0,50,1735.595238,0,0.008746356,0,0.2,May,2,2,3,1,Returning_Visitor,FALSE,FALSE,3.541917867,33.38809569
2,25.5,0,0,13,908.5,0,0.013333333,19.78533333,0,May,3,2,4,1,Returning_Visitor,TRUE,TRUE,47.83222225,92.62379216
0,0,0,0,1,0,0.2,0.2,0,0.8,May,4,1,1,4,Returning_Visitor,FALSE,FALSE,47.80011978,57.86831717
2,87.25,0,0,56,2094.983333,0.032738095,0.063214286,0,0.8,May,2,4,3,3,Returning_Visitor,FALSE,FALSE,2.451281341,77.76528796
4,57.5,0,0,27,608.4,0.014814815,0.016722783,7.108148148,0,May,2,2,3,13,Returning_Visitor,FALSE,FALSE,11.95112418,37.53801075
0,0,0,0,7,203.6666667,0,0.00952381,0,0,May,1,1,1,2,Returning_Visitor,FALSE,FALSE,88.58605133,85.80380833
5,50.66666667,0,0,85,3731.079365,0.014942529,0.039042146,0,1,May,2,2,3,6,Returning_Visitor,TRUE,FALSE,2.623524945,65.17762612
5,41,1,9.307692308,49,1042.416667,0.012,0.025444444,0,0.6,May,2,2,6,3,Returning_Visitor,FALSE,FALSE,88.62342218,16.32582517
8,294.5,3,231.7,24,1034.583333,0,0.015196078,9.877647059,0,May,2,4,3,3,Returning_Visitor,FALSE,TRUE,56.53085673,65.56380141
0,0,0,0,12,590.8333333,0.01,0.03,0,0,May,1,1,6,4,Returning_Visitor,FALSE,FALSE,42.63171656,41.99925053
4,362,1,61,17,819,0,0.005,0,0,May,2,2,2,1,Returning_Visitor,FALSE,FALSE,0.785693281,38.63344808
0,0,0,0,6,127,0,0.016666667,0,0.8,May,2,2,3,4,Returning_Visitor,FALSE,FALSE,95.72424735,83.64023043
7,96,3,313,65,2091.662821,0.012206573,0.030146368,6.147633803,0,May,3,2,3,4,Returning_Visitor,TRUE,FALSE,14.34644456,96.93379147
0,0,0,0,80,3279.407576,0.01875,0.041944444,0,0.4,May,2,4,7,2,Returning_Visitor,FALSE,FALSE,21.37231362,33.27497862
4,157,0,0,41,896.0666667,0,0.013043478,4.430347826,0.2,May,2,6,2,13,Returning_Visitor,FALSE,FALSE,14.90575991,74.60286455
0,0,0,0,5,309,0.05,0.045,0,0,May,1,1,1,2,Returning_Visitor,TRUE,FALSE,14.78151932,8.043563991
8,820.8,1,29.5,59,1609.313889,0.010447761,0.030795428,12.44030746,0,May,2,4,4,2,Returning_Visitor,TRUE,FALSE,15.72121165,34.55122335
0,0,0,0,31,887.9166667,0.038709677,0.069892473,0,0.6,May,1,1,1,15,Returning_Visitor,FALSE,FALSE,1.956704626,74.88305127
0,0,0,0,16,462.7333333,0.0125,0.046875,0,0,May,1,1,1,3,Returning_Visitor,FALSE,FALSE,86.78321804,18.1259559
0,0,0,0,3,313,0,0.033333333,0,0,May,2,10,5,4,Returning_Visitor,TRUE,FALSE,32.542064,17.90717923
8,157,4,60,24,1192.5,0.015151515,0.033760684,5.689554113,0,May,2,2,1,7,Returning_Visitor,FALSE,FALSE,69.64867791,58.91836082
4,316.8333333,1,13,73,3085.007143,0.008333333,0.02475118,2.323162162,0.2,May,3,2,1,13,Returning_Visitor,FALSE,FALSE,24.12984601,24.62852231
2,17,0,0,14,260.2,0,0.0375,0,0.4,May,2,2,3,3,Returning_Visitor,FALSE,FALSE,91.59327956,27.08357905
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,7,4,Returning_Visitor,FALSE,FALSE,56.10008623,97.59292208
0,0,0,0,43,1425.183333,0.004651163,0.006976744,0,0.8,May,2,6,1,1,Returning_Visitor,FALSE,FALSE,66.01192274,23.31947285
0,0,0,0,4,137,0,0.075,0,0,May,4,1,3,3,Returning_Visitor,TRUE,FALSE,9.592013998,69.80128989
0,0,0,0,68,746.8,0.002941176,0.011470588,0,0,May,2,2,1,13,Returning_Visitor,FALSE,FALSE,3.671326979,76.41102088
2,235,0,0,23,1193,0,0.008333333,45.6125,0,May,3,2,7,2,New_Visitor,FALSE,TRUE,64.44379425,69.69752127
9,367,0,0,85,2387.990657,0,0.016080586,3.926014129,0,May,3,2,6,4,Returning_Visitor,TRUE,TRUE,7.535628789,99.81871673
4,51.01923077,0,0,133,3068.922487,0.004890511,0.0122463,1.786819082,0,May,2,2,3,3,Returning_Visitor,FALSE,FALSE,9.454089074,48.45680469
4,165,0,0,59,3096.375,0.007526882,0.019247312,8.126193548,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE,5.80888442,56.70001712
0,0,0,0,19,1040.2,0,0.011111111,115.98,0,May,2,2,6,2,New_Visitor,TRUE,TRUE,97.4791162,14.20023712
0,0,0,0,6,180.1666667,0,0.016666667,0,0,May,1,1,7,2,Returning_Visitor,TRUE,FALSE,75.69476222,37.00457898
0,0,0,0,3,140,0.066666667,0.133333333,0,0,May,3,2,1,3,Returning_Visitor,FALSE,FALSE,58.98984695,30.18407942
0,0,0,0,9,1217.2,0.033333333,0.040740741,0,0,May,1,1,5,4,Returning_Visitor,FALSE,FALSE,88.24776384,47.51748666
0,0,0,0,7,80.5,0.028571429,0.038095238,0,0,May,1,1,3,3,Returning_Visitor,FALSE,FALSE,62.90768901,18.97529641
0,0,0,0,41,3272,0.045238095,0.078571429,0,0.8,May,2,6,1,6,Returning_Visitor,FALSE,FALSE,97.23102665,87.77781715
6,175,0,0,6,262,0,0.018181818,0,0,May,1,1,4,2,Returning_Visitor,TRUE,FALSE,54.82597285,44.65494136
1,4,0,0,31,1075.759524,0,0.007758621,0,0,May,2,6,2,11,New_Visitor,FALSE,FALSE,61.1163523,98.16857991
0,0,0,0,11,399.6666667,0.054545455,0.072727273,0,0.8,May,2,2,1,2,Returning_Visitor,FALSE,FALSE,55.70422583,59.57011147
0,0,0,0,8,166.1666667,0,0.025,0,0,May,2,2,3,4,Returning_Visitor,FALSE,FALSE,55.57003063,25.95225788
0,0,0,0,1,0,0.2,0.2,0,0,May,3,2,6,1,Returning_Visitor,TRUE,FALSE,9.42751909,39.50378136
3,38.16666667,0,0,5,77.66666667,0,0.0125,0,0,May,1,1,5,3,Returning_Visitor,FALSE,FALSE,55.62947362,91.08724607
0,0,0,0,16,641.5,0,0.0375,0,0,May,4,1,7,1,Returning_Visitor,FALSE,FALSE,32.56066223,20.77102536
14,375.2785714,0,0,156,5432.836783,0.010009921,0.029074729,2.992267778,1,May,2,2,6,1,Returning_Visitor,TRUE,FALSE,11.17311552,59.53224637
1,0,0,0,3,0,0.2,0.2,0,0,May,1,1,4,4,Returning_Visitor,TRUE,FALSE,86.56755909,36.40217682
3,143,2,29,3,380,0,0.042857143,0,0.4,May,2,2,4,3,New_Visitor,FALSE,FALSE,37.61575588,51.19038487
0,0,0,0,53,1556.6,0,0.026415094,0,0.4,May,2,2,3,6,Returning_Visitor,FALSE,FALSE,61.86030934,4.184239499
9,139,1,109,33,752.4592075,0.002777778,0.006415344,0,0,May,1,1,1,15,Returning_Visitor,TRUE,FALSE,9.190866576,82.93375654
1,9,0,0,111,2451.869048,0,0.015775776,2.797414715,0.4,May,2,2,8,3,Returning_Visitor,FALSE,TRUE,70.06337271,2.891604426
0,0,0,0,36,777.2175325,0.029166667,0.018068783,0,1,May,1,1,7,3,Returning_Visitor,TRUE,FALSE,1.443251168,9.221394118
1,8,0,0,35,1295.916667,0.004166667,0.023611111,0,0,May,2,10,6,4,Returning_Visitor,TRUE,FALSE,74.05875611,25.69332837
5,96.25,0,0,26,1222.333333,0,0.006451613,42.95612903,0,May,2,2,1,1,Returning_Visitor,FALSE,TRUE,84.96160273,48.02444891
0,0,0,0,15,528,0.026666667,0.055555556,0,0,May,2,2,4,3,Returning_Visitor,FALSE,FALSE,21.54436757,52.4375034
1,72,1,6,84,1212.030303,0.005102041,0.021451247,0,0,May,2,2,5,6,Returning_Visitor,FALSE,FALSE,55.81658777,17.16613973
6,40.66666667,0,0,49,783.45,0,0.007692308,4.272807692,0,May,2,2,1,2,Returning_Visitor,TRUE,FALSE,85.69363716,58.79854178
0,0,0,0,59,2574.725974,0.003508772,0.016621682,2.790473684,0,May,2,2,5,4,Returning_Visitor,FALSE,FALSE,93.53846491,48.14233611
2,0,0,0,3,52,0.1,0.111111111,0,0,May,1,2,1,6,Returning_Visitor,TRUE,FALSE,51.66024932,86.63259761
1,4,0,0,4,151,0,0.08,0,1,May,2,2,3,1,Returning_Visitor,TRUE,FALSE,86.28482708,57.65204627
0,0,0,0,2,648,0,0.1,0,0.8,May,1,1,4,1,Returning_Visitor,FALSE,FALSE,96.42928142,0.620867595
0,0,0,0,6,114,0,0.033333333,0,0,May,2,2,3,1,Returning_Visitor,TRUE,FALSE,95.53639409,80.52498679
2,38.33333333,0,0,68,2277.377056,0.009758454,0.029851908,12.76243133,1,May,2,2,2,2,Returning_Visitor,TRUE,FALSE,35.26113802,76.77889629
0,0,8,707.5,51,3981.892484,0.003389831,0.015404896,0,0.4,May,2,2,8,3,Returning_Visitor,FALSE,FALSE,52.65386272,3.09495732
5,114.6666667,0,0,14,222.6666667,0.08,0.097777778,0,0.8,May,3,2,3,13,Returning_Visitor,FALSE,FALSE,28.07081419,26.48372963
0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,4,1,Returning_Visitor,TRUE,FALSE,87.66768644,16.31365971
0,0,0,0,5,200,0,0.05,0,0,May,3,2,1,4,Returning_Visitor,TRUE,FALSE,61.79883994,15.02327182
1,9,1,49,25,2454.45,0,0.015384615,31.75846154,0,May,2,2,9,6,Returning_Visitor,FALSE,TRUE,1.307372837,28.44871542
6,142.3,0,0,108,1479.083333,0.001785714,0.007142857,0,0.8,May,2,2,1,6,Returning_Visitor,FALSE,FALSE,90.152348,82.41436269
2,180,3,258,61,5233.590476,0.009090909,0.035239899,0,0,May,2,2,4,4,Returning_Visitor,FALSE,FALSE,35.10216081,0.866109688
2,87,0,0,106,3156.501914,0.000628931,0.009577934,0,0,May,4,2,3,6,Returning_Visitor,FALSE,FALSE,46.85540949,50.4519715
5,339.1666667,0,0,20,525.6666667,0,0.004545455,0,0,May,1,2,3,2,Returning_Visitor,FALSE,FALSE,68.69303588,24.82125883
2,133,0,0,19,341.3666667,0,0.01,0,0,May,1,1,1,2,Returning_Visitor,FALSE,FALSE,98.11772476,73.81935037
0,0,0,0,3,18,0.033333333,0.166666667,0,1,May,3,2,1,4,Returning_Visitor,TRUE,FALSE,54.75619566,91.05676055
0,0,0,0,13,152.3333333,0.023931624,0.03956044,0,0.8,May,2,2,4,3,Returning_Visitor,FALSE,FALSE,16.64050888,20.74125334
0,0,0,0,13,231.5,0.015384615,0.023076923,0,0,May,2,4,3,1,Returning_Visitor,FALSE,FALSE,92.23702002,59.19223612
0,0,0,0,2,13,0,0.1,0,0,May,2,5,1,6,Returning_Visitor,FALSE,FALSE,70.25177253,34.22052389
3,64,0,0,29,619.4,0,0.007142857,42.89057143,0,May,2,2,1,3,Returning_Visitor,FALSE,TRUE,94.70493383,59.25429704
0,0,0,0,7,58,0.028571429,0.057142857,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE,38.67528243,0.713202905
0,0,1,222,25,1545.833333,0.007692308,0.024358974,0,0,May,2,4,1,2,Returning_Visitor,FALSE,FALSE,75.64145207,36.56348981
1,24.5,0,0,46,1525.666667,0,0.006382979,107.2170213,0,May,2,2,2,4,Returning_Visitor,FALSE,TRUE,20.48436152,49.42002478
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,3,2,Returning_Visitor,FALSE,FALSE,90.54999499,32.96896661
0,0,0,0,25,1838.5,0.004,0.052,0,0,May,2,2,1,19,Returning_Visitor,FALSE,FALSE,98.38785351,23.27176333
0,0,0,0,2,19,0,0.1,0,0,May,1,1,6,1,Returning_Visitor,TRUE,FALSE,22.10605708,54.71049692
0,0,0,0,10,693.5,0,0.022222222,40.43377778,0,May,2,2,1,4,New_Visitor,FALSE,TRUE,84.40025864,82.89956849
8,41,0,0,34,1337.245455,0.01375,0.024214286,0,0,May,1,1,3,2,Returning_Visitor,FALSE,FALSE,24.6816217,79.60026295
2,81.5,1,21,18,2199.972222,0.00952381,0.016825397,0,0,May,1,1,1,2,Returning_Visitor,TRUE,FALSE,71.35322207,60.73822461
0,0,0,0,2,0,0.2,0.2,0,0,May,2,2,3,6,Returning_Visitor,FALSE,FALSE,69.61616613,0.505993288
9,219.25,2,31,18,374.3809524,0,0.007666667,37.6992,0,May,1,1,1,5,New_Visitor,FALSE,FALSE,96.09111147,4.787444139
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,6,3,Returning_Visitor,FALSE,FALSE,25.61863266,97.5597839
0,0,0,0,12,819.9166667,0.005555556,0.040833333,0,0,May,1,1,2,3,Returning_Visitor,TRUE,FALSE,28.63028276,21.4585743
0,0,0,0,16,953.5,0,0.014285714,21.588,0.8,May,2,2,9,4,New_Visitor,FALSE,TRUE,62.32128321,22.23609994
0,0,0,0,3,34,0,0.066666667,0,0,May,1,1,6,3,Returning_Visitor,FALSE,FALSE,1.328807925,56.61079987
0,0,0,0,10,240.5,0,0.022222222,0,0,May,2,2,8,4,Returning_Visitor,FALSE,FALSE,2.097305779,23.85329798
1,11,0,0,104,4877.257071,0.003921569,0.020140056,0,0,May,2,2,1,6,Returning_Visitor,TRUE,FALSE,53.09244893,7.222619091
0,0,0,0,12,404,0,0.033333333,0,0,May,2,4,6,1,Returning_Visitor,FALSE,FALSE,84.67290018,56.17360404
0,0,2,74,6,83.5,0,0.058333333,0,0.4,May,2,2,1,2,Returning_Visitor,FALSE,FALSE,46.27022336,17.06496719
1,35,0,0,10,89.33333333,0,0.02,0,0,May,2,2,1,3,New_Visitor,FALSE,FALSE,31.31652614,66.61628217
0,0,0,0,7,380,0.014285714,0.074285714,0,0,May,2,4,7,1,Returning_Visitor,TRUE,FALSE,46.86982309,3.262445239
7,78.3,5,120,87,1363.263492,0.004301075,0.008090118,30.80927957,0.6,May,2,2,3,2,Returning_Visitor,FALSE,TRUE,8.908560407,47.80668585
4,120,4,64,52,1859.083333,0.010344828,0.018390805,17.24870115,0,May,2,2,2,13,Returning_Visitor,FALSE,TRUE,49.06142272,60.9622481
1,5,0,0,7,35,0.114285714,0.123809524,0,0.4,May,1,1,4,15,Returning_Visitor,FALSE,FALSE,71.60419443,7.0682862
0,0,3,482.3333333,44,2453.75,0,0.001111111,48.868,0,May,1,1,8,2,Returning_Visitor,TRUE,TRUE,16.5712898,13.29795108
0,0,0,0,8,135.8333333,0,0.025,0,0.4,May,2,2,9,3,Returning_Visitor,FALSE,FALSE,7.398718724,55.65702062
0,0,1,0,8,165.8,0.022222222,0.022222222,0,0.6,May,1,1,1,1,Returning_Visitor,FALSE,FALSE,91.728345,98.17669577
2,15.6,0,0,10,68,0.018181818,0.045454545,0,0.2,May,2,2,2,3,Returning_Visitor,FALSE,FALSE,65.80058556,21.0854841
0,0,0,0,20,196.8333333,0.04,0.063333333,0,0.6,May,2,2,1,4,Returning_Visitor,FALSE,FALSE,65.21204825,95.62931067
0,0,0,0,14,207.1666667,0.042857143,0.083333333,0,0.6,May,2,2,7,11,Returning_Visitor,FALSE,FALSE,43.96580209,71.70220248
0,0,0,0,15,197,0,0.026666667,0,0.2,May,2,2,1,4,Returning_Visitor,FALSE,FALSE,45.58639,48.24760414
8,259.8333333,0,0,26,535.4666667,0,0.011494253,0,0,May,2,2,4,4,Returning_Visitor,FALSE,FALSE,55.5282848,70.74178563
1,5,0,0,21,1342.5,0.01,0.02,0,0,May,3,2,2,2,Returning_Visitor,FALSE,FALSE,70.79166898,42.02813908
1,15,0,0,11,224,0.016666667,0.022222222,47.65566667,0,May,2,5,1,4,Returning_Visitor,FALSE,TRUE,2.920242738,3.022100437
0,0,0,0,29,520.6,0.015172414,0.045684431,0,0,May,2,2,7,1,Returning_Visitor,FALSE,FALSE,67.94216991,66.34769547
0,0,0,0,17,290.8333333,0,0.0125,0,0.4,May,2,2,3,2,Returning_Visitor,FALSE,FALSE,7.375616307,27.13290824
6,88,0,0,17,538.9666667,0,0.021929825,0,0,May,2,2,5,4,Returning_Visitor,FALSE,FALSE,44.15155919,19.77195967
0,0,0,0,4,112,0,0.075,0,0.6,May,2,2,4,3,Returning_Visitor,FALSE,FALSE,36.84584094,89.3824067
0,0,0,0,36,319.5,0.047777778,0.088888889,0,0,May,2,2,3,1,Returning_Visitor,FALSE,FALSE,42.94047753,96.03884639
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,4,3,Returning_Visitor,FALSE,FALSE,44.87784295,89.42018882
0,0,0,0,3,14,0.155555556,0.155555556,0,0,May,1,1,4,4,Returning_Visitor,TRUE,FALSE,59.00284318,19.16510851
0,0,0,0,12,168.2857143,0,0.069444444,0,0.8,May,2,2,2,2,Returning_Visitor,FALSE,FALSE,45.35123254,39.60669287
0,0,0,0,79,1562.866667,0.017721519,0.02124774,0,0.8,May,3,2,1,13,Returning_Visitor,FALSE,FALSE,67.69176071,75.09340292
5,389,0,0,5,310.5,0,0.014285714,0,0,May,2,4,2,2,New_Visitor,FALSE,FALSE,95.51863294,45.77079659
0,0,0,0,19,411.8,0.021052632,0.044736842,0,0.8,May,2,2,1,1,Returning_Visitor,FALSE,FALSE,66.7442605,0.37248214
4,122.5,0,0,66,1706.712281,0,0.00957265,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE,23.9722718,78.03681767
2,127,0,0,19,1431.666667,0,0.01,0,0.2,May,2,2,4,2,Returning_Visitor,FALSE,FALSE,2.985506006,58.62219291
1,0,1,0,0,0,0.2,0.2,0,0,May,1,1,6,2,Returning_Visitor,FALSE,FALSE,45.20540674,22.4656674
0,0,0,0,47,1230.368182,0.004347826,0.020724638,0,0,May,2,5,1,2,Returning_Visitor,FALSE,FALSE,45.24661114,36.71426495
0,0,0,0,12,259.5,0.008333333,0.033333333,0,0,May,2,4,6,6,Returning_Visitor,FALSE,FALSE,77.99388895,21.54552036
2,139,1,20,31,960.8333333,0.007843137,0.025,0,0,May,1,1,3,4,Returning_Visitor,TRUE,FALSE,22.63133901,39.68184845
0,0,0,0,2,21,0,0.1,0,1,May,2,2,7,1,Returning_Visitor,TRUE,FALSE,65.94625919,37.36432
3,78.5,0,0,10,673,0.015384615,0.01025641,0,0.6,May,1,2,1,4,New_Visitor,FALSE,FALSE,60.90414277,57.17510006
2,96,2,18,53,2130.025,0,0.010061728,0,0,May,2,2,3,4,Returning_Visitor,FALSE,FALSE,33.68658514,80.64438172
2,162,0,0,7,204.5,0,0.022222222,0,0,May,1,1,8,2,New_Visitor,FALSE,FALSE,8.072168031,36.83977768
4,41.33333333,0,0,136,4569.904365,0,0.00891253,0,0.8,May,2,2,4,4,Returning_Visitor,FALSE,FALSE,66.60988056,27.28925417
0,0,0,0,3,15,0,0.066666667,0,0.2,May,1,1,3,3,Returning_Visitor,FALSE,FALSE,84.90392524,36.36281634
0,0,0,0,13,1496.833333,0,0.015384615,98.13692308,0,May,2,4,6,4,New_Visitor,FALSE,TRUE,94.31771855,74.77347758
0,0,0,0,2,17,0,0.1,0,0,May,2,2,2,4,Returning_Visitor,FALSE,FALSE,43.86101525,41.20401781
1,69,1,4,17,319,0,0.010526316,0,0,May,2,2,9,2,Returning_Visitor,TRUE,FALSE,84.76909427,63.14913337
0,0,0,0,8,376.3333333,0,0.028571429,53.988,0,May,2,2,2,4,Returning_Visitor,TRUE,TRUE,93.72413189,95.09763492
0,0,0,0,24,805,0,0.008695652,53.988,0,May,2,2,1,2,New_Visitor,TRUE,TRUE,83.51962038,77.57159437
3,48,0,0,41,506.7166667,0.004444444,0.013968254,10.48533333,0,May,2,2,2,3,Returning_Visitor,FALSE,FALSE,53.0269315,51.79163077
